,vid_name,channel_name,publishedAt ,views,likes,commentCount,vidID,Playlist_id,Playlist_name,channel_id,subs,artist
0,J Balvin & Ed Sheeran - Forever My Love [Official Video],Ed Sheeran,2022-03-25T00:00:12Z,18195666,451225,14373,bqtMJ391poA,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
1,J Balvin & Ed Sheeran - Sigue [Official Video],jbalvinVEVO,2022-03-25T00:00:08Z,27998794,459391,18221,8pIzxS_G8-g,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
2,"J Balvin, Ed Sheeran - Sigue (Lyric Video)",jbalvinVEVO,2022-05-31T16:00:02Z,529231,13135,270,3dCARL28qKs,PLWgVwtnp9KuifdEI3hEo0feBlmBjcUyJw,"Sigue + Forever My Love - J Balvin, Ed Sheeran",UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
3,"J Balvin, Ed Sheeran - Forever My Love (Lyric Video)",jbalvinVEVO,2022-05-31T16:00:25Z,591141,15778,449,nKYFMqmV_Hg,PLWgVwtnp9KuifdEI3hEo0feBlmBjcUyJw,"Sigue + Forever My Love - J Balvin, Ed Sheeran",UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
4,"J Balvin, Willy William - Mi Gente (Official Video)",jbalvinVEVO,2017-06-30T04:00:05Z,3238330427,17734396,523173,wnJ6LuUFpMo,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
5,Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,NickyJamTV,2018-03-02T05:00:19Z,2167797811,10019145,262744,_I_D_8Z4sJE,PLWgVwtnp9Kujc0edcQGrsIwJg2TDLESqC,Collaborations,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
6,"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho",RosaliaVEVO,2019-03-28T17:00:06Z,2091817585,9438550,281935,p7bfOZek9t4,PLWgVwtnp9Kujc0edcQGrsIwJg2TDLESqC,Collaborations,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
7,J. Balvin - Ay Vamos (Official Video),jbalvinVEVO,2014-08-29T16:06:21Z,1938898299,5419310,133211,TapXs54Ah3E,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
8,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin - China (Video Oficial)",Anuel AA,2019-07-19T14:03:10Z,2038322791,8559439,307545,0VR3dfZf9Yg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
9,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",JhayCortezVEVO,2019-05-17T04:00:03Z,2070703131,6110942,108669,w2C6RhQBYlg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
10,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",Cardi B,2018-05-29T14:05:10Z,1559274264,10476454,315817,xTlNMmZKwpA,PLWgVwtnp9Kujc0edcQGrsIwJg2TDLESqC,Collaborations,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
11,"Chris Jedi - Ahora Dice (Official Video) ft. J. Balvin, Ozuna, Arcángel",ChrisJediVEVO,2017-03-20T04:00:01Z,1375844306,4906856,156734,c73Cu3TQnlg,PLWgVwtnp9KuiYAFsyI-UesxcoF8YOxMv0,J Balvin x Top 15,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
12,J Balvin - 6 AM ft. Farruko,jbalvinVEVO,2014-04-04T19:30:01Z,1192648586,2998852,68467,yUV9JwiQLog,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
13,Zion & Lennox ft. J Balvin - Otra Vez (Video Oficial),Zion & Lennox,2016-08-05T15:00:01Z,1231693736,2939156,77100,6R5i6wQCOCQ,PLWgVwtnp9KuiYAFsyI-UesxcoF8YOxMv0,J Balvin x Top 15,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
14,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",jbalvinVEVO,2016-09-02T07:00:00Z,1101989982,3936038,92695,JWESLtAKKlU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
15,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),jbalvinVEVO,2017-03-04T00:00:01Z,1003005513,3628172,117615,Km4BayZykwE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
16,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)",BlackEyedPeasVEVO,2019-10-11T04:00:04Z,1042487402,6498017,130704,EzKkl64rRbM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
17,"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)",David Guetta,2018-11-20T19:00:06Z,992966413,5770866,90694,ft4jcPSLJfY,PLWgVwtnp9KuiYAFsyI-UesxcoF8YOxMv0,J Balvin x Top 15,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
18,Sensualidad - Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz,Hear This Music,2017-11-03T04:00:11Z,906880612,4157319,140473,ovX1HloCgdA,PLWgVwtnp9KuiYAFsyI-UesxcoF8YOxMv0,J Balvin x Top 15,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
19,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",jbalvinVEVO,2016-09-02T07:00:00Z,1101989982,3936038,92695,JWESLtAKKlU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
20,"J. Balvin, Jowell & Randy - Bonita (Official Video)",jbalvinVEVO,2017-06-02T04:00:00Z,442097935,2011746,54772,SqpvOqRieYY,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
21,J. Balvin - Ay Vamos (Official Video),jbalvinVEVO,2014-08-29T16:06:21Z,1938898299,5419310,133211,TapXs54Ah3E,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
22,J Balvin - Morado (Official Video),jbalvinVEVO,2020-01-10T00:00:10Z,234261077,1976799,47642,d5ZVaWxkAaQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
23,J Balvin - Reggaeton (Official Video),jbalvinVEVO,2018-11-17T04:58:16Z,255787762,1932587,42975,6DHDIDgn2oA,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
24,"J Balvin, Willy William - Mi Gente (Official Video)",jbalvinVEVO,2017-06-30T04:00:05Z,3238330427,17734397,523173,wnJ6LuUFpMo,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
25,J Balvin - Sigo Extrañándote (Official Video),jbalvinVEVO,2017-02-17T05:00:04Z,503079478,1999371,55260,nZ0zbsZOdwg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
26,J. Balvin - Ahora (Official Video),jbalvinVEVO,2018-02-26T05:00:01Z,230543273,1029869,30062,BQ31l1gPGKM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
27,J Balvin - 6 AM ft. Farruko,jbalvinVEVO,2014-04-04T19:30:01Z,1192648586,2998852,68467,yUV9JwiQLog,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
28,J. Balvin - Ginza (Official Video),jbalvinVEVO,2015-07-21T16:00:03Z,860012128,3511822,121642,zZjSX01P5dE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
29,"J Balvin, Zion & Lennox - No Es Justo (Official Video)",jbalvinVEVO,2018-06-29T04:00:00Z,760562922,2192214,43089,2zn4dAuZ2RU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
30,J Balvin - Yo Te Lo Dije (Official Video),jbalvinVEVO,2012-07-03T07:00:11Z,221305134,1120321,33994,-l9FX_H7DPo,PLWgVwtnp9KujwAcs9qtGqXylDTvNG0Bi6,J Balvin x Fiesta,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
31,J. Balvin - Malvada (Official Video),jbalvinVEVO,2016-09-16T07:00:02Z,16506940,136925,1630,F8fcNpBdOWo,PLWgVwtnp9Kujmumt02_c3KqE3CqzsaG_j,ENERGÍA ⚡ 5-YEAR-ANNIVERSARY,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
32,J Balvin - Amarillo (Official Video),jbalvinVEVO,2020-03-19T23:00:11Z,174184425,2056474,54470,KHAgoT4FZbc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
33,J Balvin - Tranquila (Official Video),jbalvinVEVO,2012-12-18T16:53:34Z,499110581,2137856,92301,HWyEEj2pSt0,FLt-k6JwNWHMXDBGm9IYHdsg,Favorites,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
34,J Balvin - Bobo (Official Video),jbalvinVEVO,2016-05-13T15:00:01Z,648752863,2190194,77513,0GvLP2C2w9U,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
35,J Balvin - Ambiente (Official Video),jbalvinVEVO,2018-04-13T05:00:05Z,417969032,1490143,33041,rzgw0XldTC0,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
36,"J. Balvin, Jeon, Anitta - Machika (Official Video)",jbalvinVEVO,2018-01-19T05:00:01Z,207003492,2142084,99343,liczsmUSMA4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
37,"J Balvin, Dua Lipa, Bad Bunny, Tainy - UN DIA (ONE DAY)",jbalvinVEVO,2020-07-24T00:00:11Z,360490581,2922939,83210,BjhW3vBA1QU,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
38,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),Bad Bunny,2019-10-14T19:13:38Z,667165539,2860168,53689,LxOTsiV4tkQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
39,J. Balvin - Suerte (Official Audio),jbalvinVEVO,2021-09-10T04:00:13Z,1090717,23176,486,_OVkIu1VrKQ,PLWgVwtnp9Kujk7T6b_OyDGowlPNC_BDZ6,J Balvin x Romántico,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
40,"J Balvin, Khalid - Otra Noche Sin Ti (Official Video)",jbalvinVEVO,2021-04-09T04:00:12Z,42607449,518208,11972,qrTiyVEW8gc,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
41,"J. Balvin, Feid - Bebé Que Bien Te Ves (Official Audio)",jbalvinVEVO,2021-09-10T04:00:08Z,12148143,133857,3188,H3U2A_NwNkY,PLWgVwtnp9KujXASQJ5gPUqHlEeLx-A4IE,JOSE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
42,Brillo,J Balvin - Topic,2018-05-24T11:22:43Z,21558970,150367,959,nxiZwt35ETQ,PLWgVwtnp9Kuhjlg5ndFkjRk70orMVLToN,J Balvin x Suave,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
43,J. Balvin - Que Locura (Official Video),jbalvinVEVO,2021-08-13T04:00:09Z,10820903,166582,5117,rqAV8VcY6RQ,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
44,J. Balvin - Veneno (Official Video),jbalvinVEVO,2016-09-16T07:00:01Z,4775525,37093,747,6xxaz3Sb1fk,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
45,J. Balvin - Fantasías (Official Audio),jbalvinVEVO,2021-09-10T04:00:16Z,1390807,27314,585,qvlQc7a0WWk,PLWgVwtnp9Kuhjlg5ndFkjRk70orMVLToN,J Balvin x Suave,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
46,"J. Balvin, Jay Wheeler - Otro Fili (Official Video)",jbalvinVEVO,2021-06-11T00:00:09Z,36828001,450441,9422,Kjys7M4PB4s,PLWgVwtnp9KugkkGeBPwo8I8c2wdRayTtz,VIDEOS,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
47,J. Balvin - Querido Río (Official Audio),jbalvinVEVO,2021-09-10T04:00:16Z,766825,36947,1380,mTeSVeCl0Ec,PLWgVwtnp9KujXASQJ5gPUqHlEeLx-A4IE,JOSE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
48,"J Balvin, Carla Morrison - Vibras (Audio)",jbalvinVEVO,2018-05-25T04:00:05Z,4019940,40934,1500,GZcQNebnWrU,PLWgVwtnp9Kuhjlg5ndFkjRk70orMVLToN,J Balvin x Suave,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
49,J. Balvin - Lo Que Dios Quiera (Official Audio),jbalvinVEVO,2021-09-10T04:00:11Z,2429030,45299,835,ck6gq7eUasA,PLWgVwtnp9Kuhjlg5ndFkjRk70orMVLToN,J Balvin x Suave,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
50,J Balvin - En Mí (Audio),jbalvinVEVO,2018-05-25T04:00:03Z,3197046,39705,1271,oJqkJ-O67eA,PLWgVwtnp9Kuhjlg5ndFkjRk70orMVLToN,J Balvin x Suave,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
51,J Balvin - Noches Pasadas (Audio),jbalvinVEVO,2018-05-25T04:00:02Z,4739042,38083,1066,_qh3A7W5XPw,PLWgVwtnp9Kuhjlg5ndFkjRk70orMVLToN,J Balvin x Suave,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
52,"J. Balvin, Ozuna - Pa' Guayarte (Official Audio)",jbalvinVEVO,2021-09-10T04:00:30Z,2992708,66793,2011,kAYrQdmIUH4,PLWgVwtnp9KujXASQJ5gPUqHlEeLx-A4IE,JOSE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
53,J Balvin - Rojo (Official Video),jbalvinVEVO,2020-02-28T00:00:11Z,353882560,3444860,84821,_tG70FWd1Ds,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
54,J Balvin & Ed Sheeran - Forever My Love [Official Video],Ed Sheeran,2022-03-25T00:00:12Z,18195666,451225,14373,bqtMJ391poA,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
55,J. Balvin - Vestido (Official Video),jbalvinVEVO,2021-10-01T20:16:22Z,6749629,59568,1605,gMS6gOAv0ag,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
56,J Balvin - Sigo Extrañándote (Official Video),jbalvinVEVO,2017-02-17T05:00:04Z,503079577,1999371,55260,nZ0zbsZOdwg,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
57,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),Bad Bunny,2019-10-14T19:13:38Z,667165539,2860168,53689,LxOTsiV4tkQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
58,"J. Balvin, Zion & Lennox - Si Te Atreves (Official Video)",jbalvinVEVO,2021-09-10T16:00:27Z,12773153,204900,3337,luOTxfMlacE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
59,"J Balvin, Zion & Lennox - No Es Justo (Official Video)",jbalvinVEVO,2018-06-29T04:00:00Z,760562922,2192214,43089,2zn4dAuZ2RU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
60,J Balvin - Gris (Official Video),jbalvinVEVO,2020-04-08T16:00:11Z,52233214,594257,14108,lYNxsv-XmZc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
61,"J. Balvin, Sech - Una Nota (Official Video)",jbalvinVEVO,2021-11-12T17:00:10Z,21513556,254901,3828,MDzhVMuU6e8,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
62,"J. Balvin, Feid - Bebé Que Bien Te Ves (Official Audio)",jbalvinVEVO,2021-09-10T04:00:08Z,12148143,133857,3188,H3U2A_NwNkY,PLWgVwtnp9KujXASQJ5gPUqHlEeLx-A4IE,JOSE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
63,J Balvin - Rosa,jbalvinVEVO,2020-05-01T16:00:10Z,46981779,678429,18324,poEvIHHMW7c,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
64,J. Balvin - Ganas De Verte (Official Audio),jbalvinVEVO,2021-09-10T04:00:15Z,1822626,34882,581,kqaMB5UBQHM,PLWgVwtnp9Kujk7T6b_OyDGowlPNC_BDZ6,J Balvin x Romántico,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
65,J Balvin - Bobo (Official Video),jbalvinVEVO,2016-05-13T15:00:01Z,648752863,2190194,77513,0GvLP2C2w9U,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
66,J. Balvin - Suerte (Official Audio),jbalvinVEVO,2021-09-10T04:00:13Z,1090717,23176,486,_OVkIu1VrKQ,PLWgVwtnp9Kujk7T6b_OyDGowlPNC_BDZ6,J Balvin x Romántico,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
67,"J Balvin, Dua Lipa, Bad Bunny, Tainy - UN DIA (ONE DAY)",jbalvinVEVO,2020-07-24T00:00:11Z,360490581,2922939,83210,BjhW3vBA1QU,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
68,"J. Balvin, Ozuna - Pa' Guayarte (Official Audio)",jbalvinVEVO,2021-09-10T04:00:30Z,2992708,66793,2011,kAYrQdmIUH4,PLWgVwtnp9KujXASQJ5gPUqHlEeLx-A4IE,JOSE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
69,"J Balvin, Maria Becerra - Qué Más Pues? (Official Video)",jbalvinVEVO,2021-05-28T00:00:26Z,631891540,3131085,62872,zisuhZqTeH4,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
70,"J Balvin, Willy William - Mi Gente (Official Video)",jbalvinVEVO,2017-06-30T04:00:05Z,3238330427,17734397,523173,wnJ6LuUFpMo,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
71,"J. Balvin, Sech - Una Nota (Official Video)",jbalvinVEVO,2021-11-12T17:00:10Z,21513556,254901,3828,MDzhVMuU6e8,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
72,"J. Balvin, Skrillex - In Da Getto (Official Video)",jbalvinVEVO,2021-07-02T00:00:11Z,167558587,2615754,40671,MjlTKXujfwE,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
73,J Balvin - Azul (Official Animated Video),jbalvinVEVO,2020-06-10T23:00:12Z,211542928,1674322,38097,bcaLBKH-Yfc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
74,"J.Balvin, Karol G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander - Poblado",jbalvinVEVO,2021-06-18T00:00:09Z,437135305,2075229,46398,s8hA0QRIwfo,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
75,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",jbalvinVEVO,2016-09-02T07:00:00Z,1101989982,3936038,92695,JWESLtAKKlU,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
76,J Balvin - Reggaeton (Official Video),jbalvinVEVO,2018-11-17T04:58:16Z,255787762,1932587,42975,6DHDIDgn2oA,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
77,"J Balvin, Bad Bunny - QUE PRETENDES (Official Video)",jbalvinVEVO,2019-06-28T03:58:45Z,378288383,2367706,39329,kPc3Pe42bGI,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
78,J. Balvin - F40 (Official Audio),jbalvinVEVO,2021-09-10T04:00:31Z,2329355,53363,1666,ygiJlZVNoQk,PLWgVwtnp9KuiJLrQg8ehgsZ2Gftb8Vdp1,J Balvin x Activo,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
79,J. Balvin - Tu Veneno (Official Video),jbalvinVEVO,2021-03-19T00:00:15Z,30878394,397779,10448,5CCAMBT4WDw,PLWgVwtnp9KujNWv3gI631ccra2Pr44ccH,J Balvin x Hits,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
80,J Balvin - Negro (Animated Video),jbalvinVEVO,2020-06-29T17:00:03Z,29004606,369601,9498,IcBmnstOR64,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
81,"J. Balvin, Yandel - Te Acuerdas De Mí (Official Audio)",jbalvinVEVO,2021-09-10T04:00:18Z,2451823,58582,1228,zPW-buRIdy8,PLWgVwtnp9KujXASQJ5gPUqHlEeLx-A4IE,JOSE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
82,J. Balvin - Ginza (Official Video),jbalvinVEVO,2015-07-21T16:00:03Z,860012177,3511822,121642,zZjSX01P5dE,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
83,J. Balvin - Ay Vamos (Official Video),jbalvinVEVO,2014-08-29T16:06:21Z,1938898299,5419310,133211,TapXs54Ah3E,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
84,J. Balvin - Ahora (Official Video),jbalvinVEVO,2018-02-26T05:00:01Z,230543273,1029869,30062,BQ31l1gPGKM,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
85,J Balvin - Morado (Official Video),jbalvinVEVO,2020-01-10T00:00:10Z,234261077,1976799,47642,d5ZVaWxkAaQ,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
86,J Balvin - 6 AM ft. Farruko,jbalvinVEVO,2014-04-04T19:30:01Z,1192648586,2998852,68467,yUV9JwiQLog,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
87,"J. Balvin, Jowell & Randy - Bonita (Official Video)",jbalvinVEVO,2017-06-02T04:00:00Z,442097935,2011746,54772,SqpvOqRieYY,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
88,J Balvin - Amarillo (Official Video),jbalvinVEVO,2020-03-19T23:00:11Z,174184425,2056474,54470,KHAgoT4FZbc,PLWgVwtnp9KugbCR6Iw8f26137Udli6Jtq,Music Videos,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
89,J Balvin -  Loco Contigo (Pandora LIVE),J Balvin,2021-11-03T22:38:19Z,140729,7109,429,_ulrQbqbDMI,PLWgVwtnp9KugYVTbu3U_bGRxBJn1ZOi00,J Balvin x Pandora LIVE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
90,J Balvin - Qué Más Pues? (Pandora LIVE),J Balvin,2021-11-03T22:38:21Z,227036,11338,652,AczN_fFT5Qo,PLWgVwtnp9KugYVTbu3U_bGRxBJn1ZOi00,J Balvin x Pandora LIVE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
91,J Balvin - Que Locura (Pandora LIVE),J Balvin,2021-11-03T22:38:24Z,85481,4171,136,K_h9CF_ACo8,PLWgVwtnp9KugYVTbu3U_bGRxBJn1ZOi00,J Balvin x Pandora LIVE,UCt-k6JwNWHMXDBGm9IYHdsg,34000000,J Balvin
